Date,Description,Original Description,Category,Amount,Status
2025-09-23,"McDonald's","MCDONALD'S F40992        KATY         TX",Fast Food,-33.71,Posted
2025-09-23,"Amazon","Amazon.com*1U7LF7KM3     Amzn.com/billWA",Shopping,-9.65,Posted
2025-09-22,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********2531",Credit Card Payment,-533.00,Posted
2025-09-22,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********4284",Credit Card Payment,-244.00,Posted
2025-09-22,"PayPal Purchase","PAYPAL           INST XFER  ***********LATE",Uncategorized,-112.79,Posted
2025-09-22,"Robinhood","ROBINHOOD        Funds      ***********7009",Transfer,-100.00,Posted
2025-09-22,"Heb Curbside","HEB CURBSIDE             800-432-3113 TX",Groceries,-172.69,Posted
2025-09-22,"Pinwheel.com","PINWHEEL KID PHONE       PINWHEEL.COM TX",Bills & Utilities,-142.02,Posted
2025-09-22,"fuboTV","FuboTV Inc               844-4413826  NY",Television,-98.49,Posted
2025-09-22,"Bona Fitness and Wellne","BONA FITNESS AND WELLNE  713-977-2662 TX",Health & Fitness,-40.00,Posted
2025-09-22,"Marco's Pizza","MARCOS PIZZA - 5185 - K  281-531-8500 TX",Fast Food,-37.52,Posted
2025-09-22,"Shell","SHELL OIL12979910010     KATY         TX",Gas,-32.23,Posted
2025-09-22,"AMC Theatres","AMC 9640 ONLINE          888-440-4262 KS",Movies & Dvds,-25.98,Posted
2025-09-22,"Audible","Audible*EO0M150G3        Amzn.com/billNJ",Books,-14.95,Posted
2025-09-22,"Human Rights Campaign","HUMAN RIGHTS CAMPAIGN    800-4980382  DC",Charity,-10.50,Posted
2025-09-22,"TikTok Shop","TIKTOK SHOP              TIKTOK.COM   CA",Shopping,-9.10,Posted
2025-09-22,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-6.47,Posted
2025-09-22,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-4.97,Posted
2025-09-22,"Fubotv Inc","FuboTV Inc               844-4413826  NY",Utilities,98.49,Posted
2025-09-19,"Order Aristoiboostetx","ARISTOI BC* ORDER 0797   ARISTOIBOOSTETX",Gifts & Donations,-40.00,Posted
2025-09-19,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-26.58,Posted
2025-09-19,"Uncleyummy Ice Crea Flusher","SQ *UNCLEYUMMY ICE CREA  Flusher      TX",Fast Food,-24.95,Posted
2025-09-19,"Amazon","AMAZON MKTPL*ND5W00T53   Amzn.com/billWA",Shopping,-21.42,Posted
2025-09-19,"Amazon","AMAZON MKTPL*2X3P32LO3   Amzn.com/billWA",Shopping,-8.57,Posted
2025-09-18,"Interest Paid","INTEREST PAID",Interest Income,0.04,Posted
2025-09-18,"Fidium Fiber Cy","FIDIUM FIBER     BILLPAY    ***********CY P",Utilities,-101.45,Posted
2025-09-18,"Bubba's 33","BUBBA'S 33 #2854         KATY         TX",Restaurants,-150.81,Posted
2025-09-18,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-32.74,Posted
2025-09-18,"McDonald's","MCDONALD'S F40992        KATY         TX",Fast Food,-14.45,Posted
2025-09-18,"Shell","SHELL OIL 57541840906    KATY         TX",Gas,-5.94,Posted
2025-09-18,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-3.98,Posted
2025-09-17,"Little Hands Lea","LITTLE HANDS LEA 2813943443 ***********1147",Babysitter & Daycare,-245.00,Posted
2025-09-17,"Oldtownanimal.com","OLDTOWNANIMAL.COM        281-3928387  TX",Pets,-54.25,Posted
2025-09-17,"Order Aristoiboostetx","ARISTOI BC* ORDER 0797   ARISTOIBOOSTETX",Gifts & Donations,-20.00,Posted
2025-09-17,"Amazon","AMAZON MKTPL*ZZ1WJ3LN3   Amzn.com/billWA",Shopping,-13.93,Posted
2025-09-17,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-5.33,Posted
2025-09-16,"Capital One","CAPITAL ONE      TRANSFER   ***********C640",Transfer,-420.00,Posted
2025-09-16,"Firstmark","FIRSTMARK        PAYMENTS   ***********1304",Student Loan,-109.16,Posted
2025-09-16,"Brookshire Brothers","BROOKSHIRE BROTHERS #9   KATY         TX",Groceries,-53.74,Posted
2025-09-16,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-16.29,Posted
2025-09-16,"Heb Curbside","HEB CURBSIDE             SAN ANTONIO  TX",Groceries,4.33,Posted
2025-09-15,"M&T Mortgage","M & T MORTGAGE   MTG PYT    ***********6182",Mortgage & Rent,-3117.00,Posted
2025-09-15,"Barclaycard","BARCLAYCARD US   CREDITCARD ***********7011",Credit Card Payment,-363.04,Posted
2025-09-15,"Citi Credit Card Payment","CITI AUTOPAY     PAYMENT    ***********0193",Credit Card Payment,-300.00,Posted
2025-09-15,"PayPal Purchase","PAYPAL           INST XFER  ***********LATE",Uncategorized,-112.79,Posted
2025-09-15,"PayPal Pay in 4","PAYPAL           INST XFER  ***********YIN4",Shopping,-45.09,Posted
2025-09-15,"PayPal Pay in 4","PAYPAL           INST XFER  ***********YIN4",Shopping,-45.09,Posted
2025-09-15,"PayPal Pay in 4","PAYPAL           INST XFER  ***********YIN4",Shopping,-45.09,Posted
2025-09-15,"PayPal Pay in 4","PAYPAL           INST XFER  ***********YIN4",Shopping,-17.14,Posted
2025-09-15,"PayPal Purchase","PAYPAL           INST XFER  ***********1142",Uncategorized,-8.99,Posted
2025-09-15,"TikTok Shop","TikTok Shop              https://selleCA",Shopping,-169.26,Posted
2025-09-15,"Heb Curbside","HEB CURBSIDE             800-432-3113 TX",Groceries,-150.67,Posted
2025-09-15,"Marco's Pizza","MARCOS PIZZA - 5185 - K  281-531-8500 TX",Fast Food,-54.85,Posted
2025-09-15,"Amazon","AMAZON MKTPL*099943I53   Amzn.com/billWA",Shopping,-28.95,Posted
2025-09-15,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-28.31,Posted
2025-09-15,"Adobe","Adobe Inc                San Jose     CA",Electronics & Software,-22.99,Posted
2025-09-15,"Amazon","AMAZON MKTPL*GQ6AI6TI3   Amzn.com/billWA",Shopping,-16.08,Posted
2025-09-15,"Disney+","Roku for Disney Electro  816-2728107  DE",Television,-15.99,Posted
2025-09-12,"Zelle Transfer to Marlon","Zelle: Marlon",Transfer,-60.00,Posted
2025-09-12,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-27.63,Posted
2025-09-12,"Ott Dropout","OTT* DROPOUT             DROPOUT.TV   CA",Television,-5.99,Posted
2025-09-12,"Alkami Technolog Payroll","ALKAMI TECHNOLOG PAYROLL    ***********1Y54",Paycheck,5448.69,Posted
2025-09-11,"H-E-B","HEB ONLINE #108          855-803-0611 TX",Groceries,-168.19,Posted
2025-09-11,"Chevron","CHEVRON 0387710          KATY         TX",Gas,-51.82,Posted
2025-09-11,"Amazon","AMAZON MKTPL*147VY1OS3   Amzn.com/billWA",Shopping,-39.56,Posted
2025-09-11,"McDonald's","MCDONALD'S F40992        KATY         TX",Fast Food,-33.83,Posted
2025-09-11,"Amazon","AMAZON MKTPL*JF65Z05R3   Amzn.com/billWA",Shopping,-32.44,Posted
2025-09-11,"Checkout","CHECKOUT #74             KATY         TX",Gas,-27.26,Posted
2025-09-11,"H-E-B","H-E-B #797               KATY         TX",Groceries,-16.00,Posted
2025-09-11,"Kindle","Kindle Svcs*TY8WW17I3    888-802-3080 WA",Books,-13.99,Posted
2025-09-11,"Chevron","CHEVRON 0387710          KATY         TX",Gas,-6.92,Posted
2025-09-10,"Katy Isd","RVT*Katy ISD     2813966000 ***********",Education,-0.25,Posted
2025-09-10,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-28.26,Posted
2025-09-10,"Amazon Digital Services","Amazon Digit*2J5ON7G23   888-802-3080 WA",Electronics & Software,-6.99,Posted
2025-09-09,"Little Hands Lea","LITTLE HANDS LEA 2813943443 ***********6179",Babysitter & Daycare,-245.00,Posted
2025-09-09,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-23.22,Posted
2025-09-09,"Freeprints","FREEPRINTS               8772488906   CA",Shopping,-4.31,Posted
2025-09-08,"PayPal Purchase","PAYPAL           INST XFER  ***********LATE",Uncategorized,-112.79,Posted
2025-09-08,"Waller Co Mud","WALLER CO MUD 37 FBS MDS WA ***********",Utilities,-108.00,Posted
2025-09-08,"BENEFEDS Dental and Vision","FEDVIP-BENEFEDS  FEDVIPPREM ***********4V01",Health & Fitness,-12.20,Posted
2025-09-08,"Klarna","KLARNA* TICKPICK         KLARNA.COM   OH",Financial,-99.88,Posted
2025-09-08,"Victors Mexican Gri","TST*VICTORS MEXICAN GRI  Katy         TX",Restaurants,-85.92,Posted
2025-09-08,"ExxonMobil","EXXON CHECKOUT #74       KATY         TX",Gas,-46.77,Posted
2025-09-08,"Five Below","FIVE BELOW 1173          KATY         TX",Shopping,-46.01,Posted
2025-09-08,"Marshalls","MARSHALLS #786           KATY         TX",Shopping,-19.47,Posted
2025-09-08,"Mason Road Skate Center","MASON ROAD SKATE CENTER  KATY         TX",Entertainment,-12.36,Posted
2025-09-08,"Five Below","FIVE BELOW 1173          KATY         TX",Shopping,-11.91,Posted
2025-09-08,"Peacock TV","Roku for Peacock TV LLC  816-2728107  DE",Television,-10.99,Posted
2025-09-08,"McDonald's","MCDONALD'S F40992        KATY         TX",Fast Food,-10.92,Posted
2025-09-08,"Amazon Digital Services","Amazon Digit*GU6YI2TQ3   888-802-3080 WA",Electronics & Software,-4.99,Posted
2025-09-05,"Apple","APPLE COM                CUPERTINO    CA",Electronics & Software,-2.99,Posted
2025-09-05,"Alkami Technolog Direct Pay","ALKAMI TECHNOLOG DIRECT-PAY ***********5269",Income,1156.51,Posted
2025-09-04,"Atlantic Energy Services","ATLANTIC ENERGY  SERVICES   ***********8081",Utilities,-261.41,Posted
2025-09-04,"Little Hands Lea","LITTLE HANDS LEA 2813943443 ***********6389",Babysitter & Daycare,-245.00,Posted
2025-09-04,"Progressive","PROG COUNTY MUT  INS PREM   ***********icah",Financial,-241.05,Posted
2025-09-04,"Capital One Credit Card Payment","CAPITAL ONE      CRCARDPMT  ***********NTGW",Credit Card Payment,-48.00,Posted
2025-09-04,"TD Bank","TD BANK          PAYMENT    ***********RILL",Transfer,-44.21,Posted
2025-09-04,"Invest529 via Virginia529","INVEST529        PAYMENT    ***********3-37",Investments,-30.00,Posted
2025-09-04,"Cash App Transfer to Bre Daddy","CASH APP*BRE DADDY       Oakland      CA",Transfer,-60.00,Posted
2025-09-04,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-30.31,Posted
2025-09-04,"Adobe","Adobe Inc                800-8336687  CA",Electronics & Software,-29.99,Posted
2025-09-04,"Med Mychart","MED*MYCHART              855-877-2808 TX",Doctor,-27.28,Posted
2025-09-04,"Mobile Deposit","DEPOSIT@MOBILE",Income,20.00,Posted
2025-09-03,"Kia Motors Finance","KMF              KMFUSA.com ***********4937",Auto Payment,-527.73,Posted
2025-09-03,"The Home Depot","HOME DEPOT       AUTO PYMT  ***********0425",Home Improvement,-250.00,Posted
2025-09-03,"Invest529 via Virginia529","INVEST529        PAYMENT    ***********1-47",Investments,-40.00,Posted
2025-09-03,"Invest529 via Virginia529","INVEST529        PAYMENT    ***********1-15",Investments,-20.00,Posted
2025-09-03,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-30.04,Posted
2025-09-03,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-18.00,Posted
2025-09-02,"Hyundai Motor Finance","HMF              HMFUSA.com ***********5062",Auto Payment,-869.76,Posted
2025-09-02,"PayPal Purchase","PAYPAL           INST XFER  ***********LATE",Uncategorized,-112.79,Posted
2025-09-02,"Greenlight","GREENLIGHT       APP        ***********IGHT",Allowance,-20.00,Posted
2025-09-02,"H-E-B","H-E-B #797               KATY         TX",Groceries,-151.00,Posted
2025-09-02,"Scholars and Scoundrel","SCHOLARS AND SCOUNDREL   KATY         TX",Alcohol & Bars,-63.47,Posted
2025-09-02,"Adidas","adidas 6205 Katy         Katy         TX",Clothing,-37.87,Posted
2025-09-02,"Whataburger","WHATABURGER 1124         KATY         TX",Fast Food,-27.91,Posted
2025-09-02,"Amazon","AMAZON MKTPL*N27E14113   Amzn.com/billWA",Shopping,-27.87,Posted
2025-09-02,"Adobe","Adobe Inc                800-8336687  CA",Electronics & Software,-19.99,Posted
2025-09-02,"Amazon","Amazon.com*0D3WT8OU3     Amzn.com/billWA",Shopping,-19.48,Posted
2025-09-02,"AMC Theatres","AMC 9640 ONLINE          888-440-4262 KS",Movies & Dvds,-19.47,Posted
2025-09-02,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-15.43,Posted
2025-09-02,"Pinwheel.com","PINWHEEL KID PHONE       PINWHEEL.COM TX",Bills & Utilities,-14.99,Posted
2025-09-02,"Roku","The Roku Channel         816-2728107  DE",Television,-12.99,Posted
2025-09-02,"Adobe","Adobe Inc                800-8336687  CA",Electronics & Software,-11.99,Posted
2025-09-02,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-9.99,Posted
2025-09-02,"Patreon","Patreon Patreon* Membershwww.patreon.cCA",Entertainment,-2.00,Posted
2025-09-02,"Capital One","CAPITAL ONE      TRANSFER   RT06A7C3D7C3D0D",Transfer,60.00,Posted
2025-08-29,"PayPal Purchase","PAYPAL           INST XFER  ***********.COM",Uncategorized,-24.99,Posted
2025-08-29,"Cash App Transfer to Micah Morrill","CASH APP*MICAH MORRILL*  Oakland      CA",Transfer,-110.00,Posted
2025-08-29,"Cash App Transfer to Micah Morrill","CASH APP*MICAH MORRILL*  Oakland      CA",Transfer,-110.00,Posted
2025-08-28,"CenterPoint Energy","CPENERGY ENTEX   ENT ACH DR ***********7098",Utilities,-51.00,Posted
2025-08-28,"YouTube Premium","GOOGLE *YouTubePremium   Mountain ViewCA",Entertainment,-22.99,Posted
2025-08-28,"Alkami Technolog Payroll","ALKAMI TECHNOLOG PAYROLL    ***********2Y54",Paycheck,5448.70,Posted
2025-08-28,"Education Benefits for Veterans","VAED TREAS 310   XXVA EDUC  ***********3600",Income,2199.72,Posted
2025-08-28,"Education Benefits for Veterans","VAED TREAS 310   XXVA EDUC  ***********3600",Income,857.27,Posted
2025-08-28,"Education Benefits for Veterans","VAED TREAS 310   XXVA EDUC  ***********3600",Income,250.00,Posted
2025-08-27,"Samsung","SamsungElectronics       www.samsung.cNJ",Electronics & Software,-13.40,Posted
2025-08-26,"Little Hands Lea","LITTLE HANDS LEA 2813943443 ***********1767",Babysitter & Daycare,-245.00,Posted
2025-08-26,"Sunnova Solar","SUNNOVA          SOLAR      ***********2989",Utilities,-125.24,Posted
2025-08-26,"PayPal Purchase","PAYPAL           INST XFER  ***********LATE",Uncategorized,-112.79,Posted
2025-08-26,"Frontier Airlines","FRONTIER AIRLINES        DENVER       CO",Air Travel,-59.99,Posted
2025-08-26,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-2.99,Posted
2025-08-25,"Harris County Toll Road Authority","HCTRA EFT        EZTAGSTPPD ***********9732",Auto & Transport,-10.00,Posted
2025-08-25,"Pokémon Go","Google Pokemon           650-2530000  CA",Electronics & Software,-2.99,Posted
2025-08-25,"Zelle Transfer from Micah Morrill","Zelle: Micah Morrill",Income,800.00,Posted
2025-08-22,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-52.00,Posted
2025-08-22,"Starbucks","STARBUCKS 8007827282     800-782-7282 WA",Coffee Shops,-25.00,Posted
2025-08-22,"McDonald's","MCDONALD'S F40992        KATY         TX",Fast Food,-6.69,Posted
2025-08-22,"Audible","Audible*TD1K85563        Amzn.com/billNJ",Books,-0.99,Posted
2025-08-21,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********2531",Credit Card Payment,-517.00,Posted
2025-08-21,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********4284",Credit Card Payment,-203.00,Posted
2025-08-21,"Bona Fitness and Wellne","BONA FITNESS AND WELLNE  713-977-2662 TX",Health & Fitness,-70.00,Posted
2025-08-21,"Little Caesars","LITTLE CAESARS 4637 Q67  KATY         TX",Fast Food,-29.74,Posted
2025-08-21,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-13.67,Posted
2025-08-21,"Human Rights Campaign","HUMAN RIGHTS CAMPAIGN    800-4980382  DC",Charity,-10.50,Posted
2025-08-20,"Robinhood","ROBINHOOD        Funds      ***********7009",Transfer,-100.00,Posted
2025-08-20,"In-N-Out Burger","IN-N-OUT KATY            KATY         TX",Fast Food,-21.33,Posted
2025-08-20,"Barnes & Noble","BARNES & NOBLE #3504     HOUSTON      TX",Books,-15.20,Posted
2025-08-19,"Little Hands Lea","LITTLE HANDS LEA 2813943443 ***********7215",Babysitter & Daycare,-245.00,Posted
2025-08-19,"H-E-B","HEB ONLINE #108          855-803-0611 TX",Groceries,-124.32,Posted
2025-08-19,"Titos Tacos Katy Park","TITOS TACOS KATY         PARK ROW     TX",Fast Food,-31.18,Posted
2025-08-19,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-21.10,Posted
2025-08-18,"Interest Paid","INTEREST PAID",Interest Income,0.01,Posted
2025-08-18,"PayPal Purchase","PAYPAL           INST XFER  ***********LATE",Uncategorized,-112.79,Posted
2025-08-18,"Fidium Fiber Cy","FIDIUM FIBER     BILLPAY    ***********CY P",Utilities,-101.45,Posted
2025-08-18,"Snappys Cafe & Gril","TST*SNAPPYS CAFE & GRIL  Katy         TX",Food & Dining,-41.24,Posted
2025-08-18,"Amazon","AMAZON MKTPL*X09BW00A3   Amzn.com/billWA",Shopping,-35.03,Posted
2025-08-18,"Amazon","Amazon.com*U462130U3     Amzn.com/billWA",Shopping,-9.43,Posted
2025-08-18,"Sonic","SONIC DRIVE-IN           KATY         TX",Fast Food,-4.32,Posted
2025-08-15,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-26.00,Posted
2025-08-15,"ExxonMobil","EXXON CHECKOUT #74       KATY         TX",Gas,-24.89,Posted
2025-08-14,"M&T Mortgage","M & T MORTGAGE   MTG PYT    ***********6182",Mortgage & Rent,-3117.00,Posted
2025-08-14,"Capital One","CAPITAL ONE      TRANSFER   ***********DC85",Transfer,-420.00,Posted
2025-08-14,"Firstmark","FIRSTMARK        PAYMENTS   ***********1304",Student Loan,-109.16,Posted
2025-08-14,"Katy Isd","RVT*Katy ISD     2813966000 ***********",Education,-50.00,Posted
2025-08-14,"Citi Credit Card Payment","CITI AUTOPAY     PAYMENT    ***********0048",Credit Card Payment,-17.11,Posted
2025-08-14,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-25.52,Posted
2025-08-14,"Adobe","Adobe Inc                San Jose     CA",Electronics & Software,-22.99,Posted
2025-08-14,"Swig","Swig Katy Fort Bend      Katy         TX",Fast Food,-9.46,Posted
2025-08-14,"Alkami Technolog Payroll","ALKAMI TECHNOLOG PAYROLL    ***********6Y54",Paycheck,5448.69,Posted
2025-08-13,"Barclaycard","BARCLAYCARD US   CREDITCARD ***********4225",Credit Card Payment,-354.85,Posted
2025-08-13,"Disney+","Roku for Disney Electro  816-2728107  DE",Television,-15.99,Posted
2025-08-12,"Little Hands Lea","LITTLE HANDS LEA 2813943443 ***********3369",Babysitter & Daycare,-245.00,Posted
2025-08-12,"Taylor Swift Shop Store Taylorsca","SP TAYLOR SWIFT SHOP     STORE.TAYLORSCA",Music,-43.26,Posted
2025-08-12,"Ott Dropout","OTT* DROPOUT             DROPOUT.TV   CA",Television,-5.99,Posted
2025-08-11,"PayPal Purchase","PAYPAL           INST XFER  ***********LATE",Uncategorized,-112.79,Posted
2025-08-11,"PayPal Purchase","PAYPAL           INST XFER  ***********IREM",Uncategorized,-30.00,Posted
2025-08-11,"H-E-B","HEB ONLINE #108          855-803-0611 TX",Groceries,-217.33,Posted
2025-08-11,"Cash App Transfer to Bre Daddy","CASH APP*BRE DADDY       Oakland      CA",Transfer,-65.00,Posted
2025-08-11,"Shell","SHELL OIL 57541840906    KATY         TX",Gas,-48.54,Posted
2025-08-11,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-19.12,Posted
2025-08-11,"Amazon Digital Services","Amazon Digit*BG7AD42Y3   888-802-3080 WA",Electronics & Software,-6.99,Posted
2025-08-08,"Klarna","KLARNA* TICKPICK         KLARNA.COM   OH",Financial,-99.88,Posted
2025-08-08,"Amazon","AMAZON MKTPL*UV4GE5VW3   Amzn.com/billWA",Shopping,-61.26,Posted
2025-08-08,"Hteao Katy Katy Tx via Payrix","PY *HTEAO KATY           KATY         TX",Fast Food,-5.78,Posted
2025-08-08,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-5.33,Posted
2025-08-07,"Waller County Mu","WALLER COUNTY MU FBS MDS WA ***********",Gas,-116.60,Posted
2025-08-07,"BENEFEDS Dental and Vision","FEDVIP-BENEFEDS  FEDVIPPREM ***********4V01",Health & Fitness,-12.20,Posted
2025-08-07,"AMC Theatres","AMC 9640 ONLINE          888-440-4262 KS",Movies & Dvds,-54.61,Posted
2025-08-07,"A Shaving Grace Barber","A SHAVING GRACE BARBER   KATY         TX",Hair,-36.00,Posted
2025-08-07,"A Shaving Grace Barber","A SHAVING GRACE BARBER   KATY         TX",Hair,-35.40,Posted
2025-08-07,"Brookshire Brothers","BROOKSHIRE BROTHERS #9   KATY         TX",Groceries,-26.44,Posted
2025-08-07,"Charleys Philly Steaks","CHARLEYS PHILLY STEAKS   KATY         TX",Fast Food,-23.78,Posted
2025-08-07,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-17.29,Posted
